resolution_id,resolution_number,year,file_id,movie_id,pur_number,cpnd_number,incentive_article,resolution_type,investor_name,investor_rnc,local_company,producer_rnc,foreign_producer,film_title,request_date,resolution_date,validated_expenses_dop,tax_credit_dop,tax_credit_pct,total_budget_approved,total_budget_executed,extraction_confidence,needs_review,review_reasons,manually_reviewed,manual_note,source_file
37,CIPAC-2013-027-A,2013,,,006,,art_39,approved,,,"COMPAÑÍA INTERNACIONAL DOMINICANA CID, S.R.L.",1-30-67553-8,,ASUNTOS EXTRANJEROS EN CUBA,,2013-02-21,18154833.12,4538708.28,25.0,21384398.2,18154833.12,0.7,0,,1,producer_rnc|set_manual|null|1-30-67553-8|OCR read 1-30-675538 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP;;pur_number|set_manual|null|006|Dual project resolution manually split|Resolution PDF header|2026-08-12|JDP;;request_date|left_null|null|null|Request date not mentioned in resolution PDF|Resolution PDF|2026-08-12|JDP,resolucion-cipac-no-2013-027_validacion-de-gastos-credito-fiscal-transferible-compania-internacional-dominicana-asuntos-extranjeros-en-cuba-y-cristo-rey.pdf
38,CIPAC-2013-027-B,2013,,,018,,art_39,approved,,,"COMPAÑÍA INTERNACIONAL DOMINICANA CID, S.R.L.",1-30-67553-8,,CRISTO REY,,2013-02-21,22985376.7,5746344.18,25.0,30732000.0,22985376.7,0.7,0,,1,producer_rnc|set_manual|null|1-30-67553-8|OCR read 1-30-675538 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP;;pur_number|set_manual|null|018|Dual project resolution manually split|Resolution PDF header|2026-08-12|JDP;;request_date|left_null|null|null|Request date not mentioned in resolution PDF|Resolution PDF|2026-08-12|JDP,resolucion-cipac-no-2013-027_validacion-de-gastos-credito-fiscal-transferible-compania-internacional-dominicana-asuntos-extranjeros-en-cuba-y-cristo-rey.pdf
39,CIPAC-2013-030,2013,,,012,005,art_34,approved,"OPERADORA DE SERVICIOS ALIMENTICIOS LM, S.R.L.",1-24-00197-8,"PRODUCCIONES CIRCUS LIVE, E.I.R.L.",1-30-74484-1,,A RITMO DE FE,2013-02-11,2013-06-17,1500000.0,1500000.0,100.0,21993321.25,8508606.52,0.8,0,,1,total_budget_executed|set_manual|null|8508606.52|Propagated from sibling resolution CIPAC-2013-035 with same film title|cipac_2013_results.json|2026-08-12|JDP;;total_budget_approved|set_manual|null|21993321.25|Amount sourced from CPND No. 005 A Ritmo De Fe not present in resolution PDF|CPND certificate No. 005|2026-08-12|JDP,resolucion-cipac-no-2013-030_validacion-de-inversion-operadora-de-servicios-alimenticios-producciones-circus-live-a-ritmo-de-fe.pdf
40,CIPAC-2013-031,2013,,,012,005,art_34,approved,"EXCELENCIA EN DISTRIBUCIÓN EXHIBICIÓN Y SERVICIO, S.A.",1-01-81276-1,"PRODUCCIONES CIRCUS LIVE, E.I.R.L.",1-30-74484-1,,A RITMO DE FE,2013-02-11,2013-06-17,375000.0,375000.0,100.0,21993321.25,8508606.52,0.8,0,,1,total_budget_executed|set_manual|null|8508606.52|Propagated from sibling resolution CIPAC-2013-030 with same film title|cipac_2013_results.json|2026-08-12|JDP;;total_budget_approved|set_manual|null|21993321.25|Amount sourced from CPND No. 005 A Ritmo De Fe not present in resolution PDF|CPND certificate No. 005|2026-08-12|JDP,resolucion-cipac-no-2013-031_validacion-de-inversion-excelencia-en-el-distribucion-exhibicion-y-servicio-producciones-circus-live-a-ritmo-de-fe.pdf
41,CIPAC-2013-032,2013,,,012,005,art_34,approved,"GRUPO RAMOS, S.A.",1-01-79682-2,"PRODUCCIONES CIRCUS LIVE, E.I.R.L.",1-30-74484-1,,A RITMO DE FE,2013-02-11,2013-06-17,4500000.0,4500000.0,100.0,21993321.25,8508606.52,0.8,0,,1,total_budget_executed|set_manual|null|8508606.52|Propagated from sibling resolution CIPAC-2013-030 with same film title|cipac_2013_results.json|2026-08-12|JDP;;total_budget_approved|set_manual|null|21993321.25|Amount sourced from CPND No. 005 A Ritmo De Fe not present in resolution PDF|CPND certificate No. 005|2026-08-12|JDP,resolucion-cipac-no-2013-032_validacion-de-inversion-grupo-ramos-producciones-circus-live-a-ritmo-de-fe.pdf
42,CIPAC-2013-033,2013,,,012,005,art_34,approved,"CONSORCIO DE TARJETAS DOMINICANAS, S.A.",1-01-65432-5,"PRODUCCIONES CIRCUS LIVE, E.I.R.L.",1-30-74484-1,,A RITMO DE FE,2013-02-11,2013-06-17,1000000.0,1000000.0,100.0,21993321.25,8508606.52,0.8,0,,1,total_budget_executed|set_manual|null|8508606.52|Propagated from sibling resolution CIPAC-2013-030 with same film title|cipac_2013_results.json|2026-08-12|JDP;;total_budget_approved|set_manual|null|21993321.25|Amount sourced from CPND No. 005 A Ritmo De Fe not present in resolution PDF|CPND certificate No. 005|2026-08-12|JDP,resolucion-cipac-no-2013-033_validacion-de-inversion-consorcio-de-tarjetas-dominicanas-producciones-circus-live-a-ritmo-de-fe.pdf
43,CIPAC-2013-035,2013,,,012,005,art_34,approved,"PARALLAX VALORES PUESTO DE BOLSA, S.A.",1-01-56714-7,"PRODUCCIONES CIRCUS LIVE, E.I.R.L.",1-30-74484-1,,A RITMO DE FE,2013-02-11,2013-06-17,609204.81,609204.81,100.0,21993321.25,8508606.52,0.8,0,,1,total_budget_approved|set_manual|null|21993321.25|Amount sourced from CPND No. 005 A Ritmo De Fe not present in resolution PDF|CPND certificate No. 005|2026-08-12|JDP;;investor_rnc|set_manual|null|1-01-56714-7|OCR read (RNC) instead of R.N.C.|Resolution PDF header p.1|2026-08-12|JDP,resolucion-cipac-no-2013-035_validacion-de-inversion-parallax-valores-puesto-de-bolsa-producciones-circus-live-a-ritmo-de-fe.pdf
44,CIPAC-2013-036,2013,,,036,020,art_34,approved,"BODY SHOP ATHLETIC CLUB, S.R.L.",1-01-63758-7,"SUJETO 10, S.R.L.",1-30-94395-8,,SUJETO NO. 10,2013-08-09,2013-08-30,7677396.37,7677396.37,100.0,23909050.0,19828247.32,0.9,0,,1,producer_rnc|set_manual|null|1-30-94395-8|OCR read 1-30-943958 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP,resolucion-cipac-no-2013-036_validacion-de-inversion-body-shop-athletic-club-sujeto10-sujeto10nombre-provisional.pdf
45,CIPAC-2013-037,2013,,,036,020,art_34,approved,"BANCO MÚLTIPLE ADEMI, S.A.",1-01-74527-4,"SUJETO 10, S.R.L.",1-30-94395-8,,SUJETO NO. 10,2013-08-09,2013-08-30,6500000.0,6500000.0,100.0,23909050.0,19828247.32,0.8,0,,1,total_budget_executed|set_manual|null|19828247.32|Propagated from sibling resolution CIPAC-2013-036 with same film title|cipac_2013_results.json|2026-08-12|JDP;;producer_rnc|set_manual|null|1-30-94395-8|OCR read 1-30-943958 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP,resolucion-cipac-no-2013-037_validacion-de-inversion-banco-multiple-ademi-sujeto10-sujeto10nombre-provisional.pdf
46,CIPAC-2013-038,2013,,,042,,art_39,approved,,,"FILM 003, INC",1-30-98442-5,,WAY BACK HOME,2013-07-24,2013-09-16,35396199.04,8849049.76,25.0,42568660.0,35396199.04,1.0,0,,0,,resolucion-cipac-no-2013-038_validacion-de-inversion-credito-fiscal-transferible-film003-dasepoclub-way-back-home.pdf
47,CIPAC-2013-042,2013,,,012,005,art_34,approved,"PARALLAX VALORES PUESTO DE BOLSA, S.A.",1-01-56714-7,"PRODUCCIONES CIRCUS LIVE, E.I.R.L.",1-30-74484-1,,A RITMO DE FE,2013-10-22,2013-10-30,1890795.19,1890795.19,100.0,21993321.25,2500000.0,0.9,0,,1,total_budget_approved|set_manual|null|21993321.25.00|Amount sourced from CPND No. 005 A Ritmo De Fe not present in resolution PDF|CPND certificate No. 005|2026-08-12|JDP,resolucion-cipac-no-2013-042_validacion-de-inversion-parallax-valotes-puesto-de-bolsa-producciones-circus-live-a-ritmo-de-fe.pdf
48,CIPAC-2013-043,2013,,,059,034,art_34,approved,"BANCO MÚLTIPLE ADEMI, S.A.",1-01-74527-4,"VIEWFINDER, S.R.L.",1-30-94190-4,,ALGUN LUGAR,2013-10-17,2013-11-22,19000000.0,19000000.0,100.0,33850488.88,22100000.0,0.6,0,,1,investor_rnc|set_manual|null|1-01-74527-4|OCR read 1-0174527-4 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP;;producer_rnc|set_manual|null|1-30-94190-4|OCR read 1-30-941904 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_executed|set_manual|null|22100000.00|OCR split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|33850488.88|Amount sourced from CPND No. 034 Algún Lugar not present in resolution PDF|CPND certificate No. 034|2026-08-12|JDP,resolucion-cipac-no-2013-043_validacion-de-inversion-banco-multiple-ademi-viewfinder-algun-lugar.pdf
49,CIPAC-2013-044,2013,,,059,034,art_34,approved,"BANCO MÚLTIPLE BDI, S.A.",1-01-04029-7,"VIEWFINDER, S.R.L.",1-30-94190-4,,ALGUN LUGAR,2013-10-17,2013-11-22,3100000.0,3100000.0,100.0,33850488.88,22100000.0,0.6,0,,1,investor_rnc|set_manual|null|1-01-74527-4|OCR read 1-01-74527-4 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP;;producer_rnc|set_manual|null|1-30-94190-4|OCR read 1-30-94190-4 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_executed|set_manual|null|22100000.00|OCR split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|33850488.88|Amount sourced from CPND No. 034 Algún Lugar not present in resolution PDF|CPND certificate No. 034|2026-08-12|JDP,resolucion-cipac-no-2013-044_validacion-de-inversion-banco-multiple-ademi-viewfinder-algun-lugar.pdf
50,CIPAC-2013-045,2013,,,047,027,art_34,approved,"SUED & FARGESA, S.R.L.",1-01-02772-1,"SANKY PANKY LA PELÍCULA, S.R.L.",1-30-98195-7,,SANKY PANKY 2,2013-10-30,2013-11-22,15000000.0,15000000.0,100.0,52974695.0,53348288.0,0.7,0,,1,investor_rnc|set_manual|null|1-01-02772-1|OCR read 1-0102772-1 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_executed|set_manual|null|52974695.00|OCR split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|53348288.00|Amount sourced from CPND No. 027 Sanky Panky 2 not present in resolution PDF|CPND certificate No. 027|2026-08-12|JDP,resolucion-cipac-no-2013-045_validacion-de-inversion-sued-_-fargesa-sanky-panky2.pdf
51,CIPAC-2013-046,2013,,,047,027,art_34,approved,"CEMENTOS PROGRESO DOMINICANA, S.A.",1-11-00059-9,"SANKY PANKY LA PELÍCULA, S.R.L.",1-30-98195-7,,SANKY PANKY 2,2013-10-30,2013-11-22,20000000.0,20000000.0,100.0,52974695.0,53348288.0,0.7,0,,1,investor_rnc|set_manual|null|1-11-00059-9|Azure did not read RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_executed|set_manual|null|52974695.00|OCR split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|53348288.00|Amount sourced from CPND No. 027 Sanky Panky 2 not present in resolution PDF|CPND certificate No. 027|2026-08-12|JDP,resolucion-cipac-no-2013-046_validacion-de-inversion-cemex-dominicana-sanky-panky2.pdf
52,CIPAC-2013-047,2013,,,047,027,art_34,approved,"DISASHOP DOMINICANA, S.R.L.",1-30-17301-1,"SANKY PANKY LA PELÍCULA, S.R.L.",1-30-98195-7,,SANKY PANKY 2,2013-10-30,2013-11-22,4000000.0,4000000.0,100.0,52974695.0,53348288.0,0.8,0,,1,total_budget_executed|set_manual|null|52974695.00|OCR split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|53348288.00|Amount sourced from CPND No. 027 Sanky Panky 2 not present in resolution PDF|CPND certificate No. 027|2026-08-12|JDP,resolucion-cipac-no-2013-047_validacion-de-inversion-disa-consulting-dominicana-sanky-panky2.pdf
53,CIPAC-2013-048,2013,,,047,027,art_34,approved,"GRUPO COMETA, S.A.S.",1-01-01943-3,"SANKY PANKY LA PELÍCULA, S.R.L.",1-30-98195-7,,SANKY PANKY 2,2013-10-30,2013-11-22,5000000.0,5000000.0,100.0,52974695.0,53348288.0,0.7,0,,1,producer_rnc|set_manual|null|1-30-98195-7|OCR read 1-3098195-7 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_executed|set_manual|null|52974695.00|OCR split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|53348288.00|Amount sourced from CPND No. 027 Sanky Panky 2 not present in resolution PDF|CPND certificate No. 027|2026-08-12|JDP,resolucion-cipac-no-2013-048_validacion-de-inversion-grupo-cometa-sanky-panky2.pdf
54,CIPAC-2013-049,2013,,,047,027,art_34,approved,"LOTERÍA ELECTRÓNICA INTERNACIONAL DOMINICANA, S.A.",1-01-70527-2,"SANKY PANKY LA PELÍCULA, S.R.L.",1-30-98195-7,,SANKY PANKY 2,2013-10-30,2013-11-22,9000000.0,9000000.0,100.0,52974695.0,53348288.0,0.8,0,,1,total_budget_executed|set_manual|null|52974695.00|OCR split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|53348288.00|Amount sourced from CPND No. 027 Sanky Panky 2 not present in resolution PDF|CPND certificate No. 027|2026-08-12|JDP,resolucion-cipac-no-2013-049_validacion-de-inversion-loteria-electronica-internacional-dominicana-sanky-panky2.pdf
55,CIPAC-2013-050,2013,,,022,011,art_34,approved,"SEGUROS UNIVERSAL, S.A.",1-01-00194-1,"CELINES TORIBIO ENTERPRISES, S.R.L.",1-30-86198-6,,MARIA MONTEZ,2013-10-15,2013-12-22,12336000.0,12336000.0,100.0,63306571.0,22859227.0,0.8,0,,1,producer_rnc|set_manual|null|1-30-86198-6|OCR read 1-30-861986 missing hyphen in RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_approved|set_manual|null|63306571.00|Amount sourced from CPND No. 011 María Montez not present in resolution PDF|CPND certificate No. 011|2026-08-12|JDP,resolucion-cipac-no-2013-050_validacion-de-inversion-seguros-universal-maria-montez.pdf
56,CIPAC-2013-051,2013,,,043,023,art_34,approved,"CENTROS DEL CARIBE, S.A.S.",1-01-70451-9,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,5000000.0,5000000.0,100.0,39944717.5,36000000.0,0.8,0,,1,total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-051_validacion-de-inversion-centro-del-caribe-mi-angelito-favorito.pdf
57,CIPAC-2013-052,2013,,,043,023,art_34,approved,"SIGMA PETROLEUM CORP, S.R.L.",1-30-68916-4,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,4000000.0,4000000.0,100.0,39944717.5,36000000.0,0.8,0,,1,total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-052_validacion-de-inversion-grupo-sigma-petroleum-mi-angelito-favorito.pdf
58,CIPAC-2013-053,2013,,,043,023,art_34,approved,"CALTEC SCORING TECHNOLOGIES, S.R.L.",1-30-52811-1,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,2000000.0,2000000.0,100.0,39944717.5,36000000.0,0.7,0,,1,investor_rnc|set_manual|null|1-30-52811-1|Azure did not read RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-053_validacion-de-inversion-caltec-scoring-technologies-mi-angelito-favorito.pdf
59,CIPAC-2013-054,2013,,,043,023,art_34,approved,"BANCO MÚLTIPLE BDI, S.A.",1-01-04029-7,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,3000000.0,3000000.0,100.0,39944717.5,36000000.0,0.8,0,,1,total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-054_validacion-de-inversion-bamco-multiple-bdi-mi-angelito-favorito.pdf
60,CIPAC-2013-055,2013,,,043,023,art_34,approved,"EQUIFAX DOMINICANA, S.R.L.",1-01-19566-5,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,4000000.0,4000000.0,100.0,39944717.5,36000000.0,0.7,0,,1,investor_rnc|set_manual|null|1-01-19566-5|Azure did not read RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-055_validacion-de-inversion-consultores-de-datos-del-caribe-mi-angelito-favorito.pdf
61,CIPAC-2013-056,2013,,,043,023,art_34,approved,"INVERSIONES CUMANI, S.R.L.",1-30-44195-2,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,300000.0,300000.0,100.0,39944717.5,36000000.0,0.8,0,,1,total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-056_validacion-de-inversion-inversores-cumani-mi-angelito-favorito.pdf
62,CIPAC-2013-057,2013,,,043,023,art_34,approved,"CELSO PÉREZ, S.A.S.",1-01-00115-1,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,1000000.0,1000000.0,100.0,39944717.5,36000000.0,0.8,0,,1,total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-057_validacion-de-inversion-celso-perez-mi-angelito-favorito.pdf
63,CIPAC-2013-058,2013,,,043,023,art_34,approved,"INVERSIONES LUCAYAS, S.A.S.",1-01-87169-5,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,1700000.0,1700000.0,100.0,39944717.5,36000000.0,0.7,0,,1,producer_rnc|set_manual|null|1-30-91343-9|Azure did not read RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-058_validacion-de-inversion-inversiones-lucayas-mi-angelito-favorito.pdf
64,CIPAC-2013-059,2013,,,043,023,art_34,approved,"HIPERMERCADOS OLÉ, S.A.",1-01-53248-3,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,5000000.0,5000000.0,100.0,39944717.5,36000000.0,0.8,0,,1,total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-059_validacion-de-inversion-hipermercados-ole-mi-angelito-favorito.pdf
65,CIPAC-2013-060,2013,,,043,023,art_34,approved,"BANCO MÚLTIPLE ADEMI, S.A.",1-01-74527-4,"EL CERO UNO, S.R.L.",1-30-91343-9,,MI ANGELITO FAVORITO,2013-10-15,2013-11-22,10000000.0,10000000.0,100.0,39944717.5,36000000.0,0.8,0,,1,total_budget_executed|set_manual|null|36000000.00|Azure split ejecucion del presupuesto paragraph across pages|Resolution PDF budget section|2026-08-12|JDP;;total_budget_approved|set_manual|null|39944717.50|Amount sourced from CPND No. 023 Mi Angelito Favorito not present in resolution PDF|CPND certificate No. 023|2026-08-12|JDP,resolucion-cipac-no-2013-060_validacion-de-inversion-banco-multiple-bdimi-angelito-favorito.pdf
66,CIPAC-2013-061,2013,,,063,038,art_34,approved,"ALTICE DOMINICANA, S.A.",1-01-61878-7,"LOTOMAN 3, S.R.L.",1-31-03733-1,,LOTOMAN 3,2013-12-02,2013-12-23,20000000.0,20000000.0,100.0,62588479.0,68498496.28,0.8,0,,1,investor_rnc|set_manual|null|1-01-61878-7|Azure did not read RNC format|Resolution PDF header p.1|2026-08-12|JDP;;total_budget_approved|set_manual|null|62588479.00|Amount sourced from CPND No. 038 Lotoman 3 not present in resolution PDF|CPND certificate No. 038|2026-08-12|JDP,resolucion-cipac-no-2013-061_validacion-de-inversion-orange-dominicana-lotoman3.pdf
67,CIPAC-2013-062,2013,,,063,038,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"LOTOMAN 3, S.R.L.",1-31-03733-1,,LOTOMAN 3,2013-12-02,2013-12-23,20000000.0,20000000.0,100.0,62588479.0,68498496.28,0.9,0,,1,total_budget_approved|set_manual|null|62588479.00|Amount sourced from CPND No. 038 Lotoman 3 not present in resolution PDF|CPND certificate No. 038|2026-08-12|JDP,resolucion-cipac-no-2013-062_validacion-de-inversion-cerveseria-nacional-dominicana-lotoman3.pdf
68,CIPAC-2013-063,2013,,,063,038,art_34,approved,"QUALA DOMINICANA, S.A.",1-01-74167-8,"LOTOMAN 3, S.R.L.",1-31-03733-1,,LOTOMAN 3,2013-12-02,2013-12-23,10000000.0,10000000.0,100.0,62588479.0,68498496.28,0.9,0,,1,total_budget_approved|set_manual|null|62588479.00|Amount sourced from CPND No. 038 Lotoman 3 not present in resolution PDF|CPND certificate No. 038|2026-08-12|JDP,resolucion-cipac-no-2013-063_validacion-de-inversion-quala-dominicana-lotoman3.pdf
